module	fit	confidence	path	line	class	method	field	fieldLine	fieldType	fieldMods	paramCount	sync	assignmentsTotal	nullAssignments	rationale	signature	context
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/Data/src/main/java/com/sun/hotspot/igv/data/InputGraph.java	98	com.sun.hotspot.igv.data.InputGraph		parentGroup	311	return		0	False	1	0			
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/Data/src/main/java/com/sun/hotspot/igv/data/Properties.java	216	com.sun.hotspot.igv.data.Properties		name	270	return		0	False	3	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/Data/src/main/java/com/sun/hotspot/igv/data/Properties.java	251	com.sun.hotspot.igv.data.Properties		name	270	return		0	False	3	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/Filter/src/main/java/com/sun/hotspot/igv/filter/ColorFilter.java	82	com.sun.hotspot.igv.filter.ColorFilter		color	121	return		0	False	2	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/Graph/src/main/java/com/sun/hotspot/igv/graph/Diagram.java	406	com.sun.hotspot.igv.graph.Diagram		root	409	return		0	False	2	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/Graph/src/main/java/com/sun/hotspot/igv/graph/Slot.java	80	com.sun.hotspot.igv.graph.Slot		shortName	112	return		0	False	2	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/HierarchicalLayout/src/main/java/com/sun/hotspot/igv/hierarchicallayout/LayoutNode.java	480	com.sun.hotspot.igv.hierarchicallayout.LayoutNode		points	621	return		0	False	3	0			
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/ServerCompiler/src/main/java/com/sun/hotspot/igv/servercompiler/ServerCompilerScheduler.java	107	com.sun.hotspot.igv.servercompiler.ServerCompilerScheduler		warnings	65	List<String>	public	0	False	1	0			
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/ServerCompiler/src/main/java/com/sun/hotspot/igv/servercompiler/ServerCompilerScheduler.java	572	com.sun.hotspot.igv.servercompiler.ServerCompilerScheduler		ba	576	return		0	False	1	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/ServerCompiler/src/main/java/com/sun/hotspot/igv/servercompiler/ServerCompilerScheduler.java	575	com.sun.hotspot.igv.servercompiler.ServerCompilerScheduler		bb	573	return		0	False	1	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/ServerCompiler/src/main/java/com/sun/hotspot/igv/servercompiler/ServerCompilerScheduler.java	579	com.sun.hotspot.igv.servercompiler.ServerCompilerScheduler		ba	576	return		0	False	1	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/ServerCompiler/src/main/java/com/sun/hotspot/igv/servercompiler/ServerCompilerScheduler.java	584	com.sun.hotspot.igv.servercompiler.ServerCompilerScheduler		bb	573	return		0	False	1	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/ServerCompiler/src/main/java/com/sun/hotspot/igv/servercompiler/ServerCompilerScheduler.java	606	com.sun.hotspot.igv.servercompiler.ServerCompilerScheduler		ctrlIn	637	return		0	False	2	0	returns cached field		
utils	Cached Method	medium	src/utils/IdealGraphVisualizer/View/src/main/java/com/sun/hotspot/igv/view/widgets/LineWidget.java	381	com.sun.hotspot.igv.view.widgets.LineWidget		cur	380	LineWidget		0	False	2	0			
utils	Cached Method	medium	src/utils/LogCompilation/src/main/java/com/sun/hotspot/tools/compiler/CallSite.java	271	com.sun.hotspot.tools.compiler.CallSite		traps	267	return		0	False	1	0	returns cached field		
utils	Cached Method	medium	src/utils/LogCompilation/src/main/java/com/sun/hotspot/tools/compiler/LogParser.java	786	com.sun.hotspot.tools.compiler.LogParser		remapped	807	return		0	False	2	0	returns cached field		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/Group.java	267	j2dbench.Group		subiterator	263	Node.Iterator		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/Group.java	327	j2dbench.Group		curval	324	Option.Enable		0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/Group.java	344	j2dbench.Group		curval	324	Option.Enable		0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/J2DBench.java	396	j2dbench.J2DBench		title	214	String		0	False	3	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/J2DBench.java	399	j2dbench.J2DBench		desc	215	String		0	False	3	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/J2DBench.java	582	j2dbench.J2DBench		lastResults	580	ResultSet	public static	0	False	3	2	static backing field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/Option.java	344	j2dbench.Option		jtf	318	JTextField		0	False	1	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/Option.java	492	j2dbench.Option		jlist	430	JList		0	False	1	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/TestEnvironment.java	134	j2dbench.TestEnvironment		comp	143	return		0	False	1	0	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/report/J2DAnalyzer.java	508	j2dbench.report.J2DAnalyzer		best	514	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/report/J2DAnalyzer.java	643	j2dbench.report.J2DAnalyzer		shortkey	646	return		0	False	1	0	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/tests/iio/InputStreamTests.java	143	j2dbench.tests.iio.InputStreamTests		inputStream	96	ImageInputStream		0	False	2	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/tests/iio/OutputStreamTests.java	118	j2dbench.tests.iio.OutputStreamTests		outputStream	89	ImageOutputStream		0	False	2	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/tests/iio/OutputTests.java	222	j2dbench.tests.iio.OutputTests		origStream	163	OutputStream		0	False	2	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/java2d/J2DBench/src/j2dbench/tests/text/TextConstructionTests.java	362	j2dbench.tests.text.TextConstructionTests		chars	356	char[]		0	False	3	0	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/CodePointIM/com/sun/inputmethods/internal/codepointim/CodePointInputMethod.java	434	com.sun.inputmethods.internal.codepointim.CodePointInputMethod		buffer	73	StringBuffer	private	0	False	2	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Font2DTest/FontPanel.java	307	FontPanel		printer	143	PrinterJob	private	0	False	3	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Font2DTest/FontPanel.java	326	FontPanel		printer	143	PrinterJob	private	0	False	3	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/AnimatingSurface.java	64	java2d.AnimatingSurface		thread	45	Thread	private volatile	0	True	2	1	synchronized lazy path; volatile backing field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/CloningFeature.java	89	java2d.CloningFeature		thread	56	Thread	private	0	False	2	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/CustomControls.java	68	java2d.CustomControls		thread	55	Thread	protected	0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/CustomControls.java	86	java2d.CustomControls		thread	55	Thread	protected	0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/CustomControls.java	97	java2d.CustomControls		thread	55	Thread	protected	0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/DemoGroup.java	138	java2d.DemoGroup		tabbedPane	80	JTabbedPane	public	0	False	1	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/Intro.java	133	java2d.Intro		scenesTable	113	ScenesTable	private	0	False	1	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/Intro.java	381	java2d.Intro		thread	337	Thread	private	0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/Intro.java	393	java2d.Intro		thread	337	Thread	private	0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/Intro.java	403	java2d.Intro		thread	337	Thread	private	0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/Intro.java	412	java2d.Intro		thread	337	Thread	private	0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/J2Ddemo.java	259	java2d.J2Ddemo		cloningfeature	117	CloningFeature	private	0	False	2	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/PerformanceMonitor.java	81	java2d.PerformanceMonitor		thread	70	Thread	public	0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/PerformanceMonitor.java	127	java2d.PerformanceMonitor		panel	73	JPanel	private	0	True	1	0	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/RunWindow.java	168	java2d.RunWindow		thread	77	Thread	private	0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/RunWindow.java	331	java2d.RunWindow		thread	77	Thread	private	0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/Surface.java	349	java2d.Surface		bimg	85	BufferedImage	public	0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/demos/Mix/BezierScroller.java	151	java2d.demos.Mix.BezierScroller		reader	88	BufferedReader	private	0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/J2Ddemo/java2d/demos/Mix/BezierScroller.java	163	java2d.demos.Mix.BezierScroller		reader	88	BufferedReader	private	0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Metalworks/MetalworksHelp.java	135	MetalworksHelp		url	158	URL		0	False	3	1	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Notepad/ElementTreePanel.java	198	ElementTreePanel		editor	360	return		0	False	2	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Notepad/Notepad.java	701	Notepad		elementTreeFrame	447	JFrame	private	0	False	2	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Stylepad/Stylepad.java	282	Stylepad		fileDialog	82	FileDialog	private	0	False	2	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/Stylepad/Stylepad.java	335	Stylepad		fileDialog	82	FileDialog	private	0	False	2	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/BezierAnimationPanel.java	219	BezierAnimationPanel		BufferG2D	202	Graphics2D		0	False	3	2	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/BezierAnimationPanel.java	223	BezierAnimationPanel		ScreenG2D	203	Graphics2D		0	True	2	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/BezierAnimationPanel.java	230	BezierAnimationPanel		img	83	BufferedImage		0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/BezierAnimationPanel.java	234	BezierAnimationPanel		BufferG2D	202	Graphics2D		0	True	3	2	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/BezierAnimationPanel.java	327	BezierAnimationPanel		g2d	201	Graphics2D		0	True	3	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/ListDemo.java	243	ListDemo		prefixAction	74	Action		0	False	1	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/ListDemo.java	257	ListDemo		suffixAction	75	Action		0	False	1	0	has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/SwingSet2.java	722	SwingSet2		contentPane	727	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/SwingSet2.java	774	SwingSet2		value	777	return		0	False	3	1	returns cached field; has invalidation/reset shape; manual review needed		
demo	Cached Method	low	src/demo/share/jfc/SwingSet2/SwingSet2.java	1142	SwingSet2		aboutBox	997	JDialog		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/linux/classes/sun/nio/ch/EPollPoller.java	68	sun.nio.ch.EPollPoller		eventfd	55	EventFD		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/macosx/classes/java/net/DefaultInterface.java	126	java.net.DefaultInterface		preferred	150	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/macosx/classes/java/net/DefaultInterface.java	131	java.net.DefaultInterface		dual	146	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/macosx/classes/java/net/DefaultInterface.java	133	java.net.DefaultInterface		nonLinkLocal	148	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/macosx/classes/java/net/DefaultInterface.java	137	java.net.DefaultInterface		ppp	96	NetworkInterface		0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/macosx/classes/java/net/DefaultInterface.java	139	java.net.DefaultInterface		loopback	97	NetworkInterface		0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/AESKeyGenerator.java	110	com.sun.crypto.provider.AESKeyGenerator		random	48	SecureRandom	private	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/AES_Crypt.java	932	com.sun.crypto.provider.AES_Crypt		prevKey	55	byte[]	private	0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/ARCFOURCipher.java	252	com.sun.crypto.provider.ARCFOURCipher		encoded	265	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/BlowfishKeyGenerator.java	107	com.sun.crypto.provider.BlowfishKeyGenerator		random	46	SecureRandom	private	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/ChaCha20Cipher.java	1546	com.sun.crypto.provider.ChaCha20Cipher		cipherBuf	1530	AEADBufferedStream	private	0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/CipherBlockChaining.java	117	com.sun.crypto.provider.CipherBlockChaining		rSave	60	byte[]	private	0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/CipherFeedback.java	120	com.sun.crypto.provider.CipherFeedback		registerSave	63	byte[]	private	0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/CounterMode.java	95	com.sun.crypto.provider.CounterMode		counterSave	61	byte[]	private	0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/DESKeyGenerator.java	105	com.sun.crypto.provider.DESKeyGenerator		random	47	SecureRandom	private	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/DESedeKeyGenerator.java	107	com.sun.crypto.provider.DESedeKeyGenerator		random	46	SecureRandom	private	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/DHKeyAgreement.java	407	com.sun.crypto.provider.DHKeyAgreement		skey	420	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/EncryptedPrivateKeyInfo.java	111	com.sun.crypto.provider.EncryptedPrivateKeyInfo		encoded	53	byte[]	private	0	False	3	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	459	com.sun.crypto.provider.GaloisCounterMode		encodedKey	482	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	469	com.sun.crypto.provider.GaloisCounterMode		encodedKey	482	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	723	com.sun.crypto.provider.GaloisCounterMode		ibuffer	673	AEADBufferedStream		0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	815	com.sun.crypto.provider.GaloisCounterMode		aadBuffer	668	AEADBufferedStream		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	829	com.sun.crypto.provider.GaloisCounterMode		aadBuffer	668	AEADBufferedStream		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	1019	com.sun.crypto.provider.GaloisCounterMode		originalDst	676	ByteBuffer		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/GaloisCounterMode.java	1033	com.sun.crypto.provider.GaloisCounterMode		originalOut	677	byte[]		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/HmacMD5KeyGenerator.java	105	com.sun.crypto.provider.HmacMD5KeyGenerator		random	45	SecureRandom	private	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/HmacSHA1KeyGenerator.java	105	com.sun.crypto.provider.HmacSHA1KeyGenerator		random	45	SecureRandom	private	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/JceKeyStore.java	170	com.sun.crypto.provider.JceKeyStore		chain	174	return		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/OutputFeedback.java	119	com.sun.crypto.provider.OutputFeedback		registerSave	62	byte[]	private	0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PBEKey.java	146	com.sun.crypto.provider.PBEKey		cleanable	58	Cleanable	private transient	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PBEKey.java	154	com.sun.crypto.provider.PBEKey		cleanable	58	Cleanable	private transient	0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PBES1Core.java	537	com.sun.crypto.provider.PBES1Core		encodedKey	534	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PBES1Core.java	546	com.sun.crypto.provider.PBES1Core		encodedKey	534	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PBMAC1Core.java	137	com.sun.crypto.provider.PBMAC1Core		salt	108	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PBMAC1Core.java	147	com.sun.crypto.provider.PBMAC1Core		salt	108	byte[]		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/PCBC.java	105	com.sun.crypto.provider.PCBC		kSave	54	byte[]	private	0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/RSACipherAdaptor.java	60	com.sun.crypto.provider.RSACipherAdaptor		verifyBuf	50	ByteArrayOutputStream	private	0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/SunJCE.java	131	com.sun.crypto.provider.SunJCE		instance	812	return		0	False	1	0	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/TlsPrfGenerator.java	333	com.sun.crypto.provider.TlsPrfGenerator		aBytes	312	byte[]		0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/com/sun/crypto/provider/TlsPrfGenerator.java	344	com.sun.crypto.provider.TlsPrfGenerator		aBytes	312	byte[]		0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedInputStream.java	206	java.io.BufferedInputStream		buf	90	byte[]	protected volatile	0	True	2	0	synchronized lazy path; volatile backing field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	335	java.io.BufferedReader		s	322	StringBuilder		0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	365	java.io.BufferedReader		s	322	StringBuilder		0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	378	java.io.BufferedReader		s	322	StringBuilder		0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	526	java.io.BufferedReader		in	77	Reader	private	0	True	3	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	571	java.io.BufferedReader		nextLine	567	String		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	576	java.io.BufferedReader		nextLine	567	String		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedReader.java	585	java.io.BufferedReader		nextLine	567	String		0	False	3	2	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/BufferedWriter.java	313	java.io.BufferedWriter		out	78	Writer	private	0	True	3	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/Console.java	606	java.io.Console		c	610	return		0	False	3	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/DataInputStream.java	495	java.io.DataInputStream		buf	493	char[]		0	False	3	0	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/FileDescriptor.java	325	java.io.FileDescriptor		parent	55	Closeable	private	0	True	1	0	synchronized lazy path; has invalidation/reset shape; manual review needed		326:// first caller gets to do this
java.base	Cached Method	low	src/java.base/share/classes/java/io/FileDescriptor.java	328	java.io.FileDescriptor		otherParents	56	List<Closeable>	private	0	True	1	0	synchronized lazy path; has invalidation/reset shape; manual review needed		326:// first caller gets to do this
java.base	Cached Method	low	src/java.base/share/classes/java/io/FileDescriptor.java	353	java.io.FileDescriptor		ioe	346	IOException		0	True	3	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/FileDescriptor.java	366	java.io.FileDescriptor		ioe	346	IOException		0	False	3	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/InputStream.java	425	java.io.InputStream		result	457	return		0	False	3	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/InputStream.java	428	java.io.InputStream		bufs	401	List<byte[]>		0	False	2	1	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/InputStream.java	440	java.io.InputStream		result	457	return		0	False	3	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/ObjectOutputStream.java	408	java.io.ObjectOutputStream		ctx	430	SerialCallbackContext		0	False	2	0	has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/ObjectStreamClass.java	1370	java.io.ObjectStreamClass		meth	1378	return		0	False	3	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/PipedWriter.java	99	java.io.PipedWriter		sink	44	PipedReader	private	0	True	1	0	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/PrintWriter.java	368	java.io.PrintWriter		out	69	Writer	protected	0	True	3	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/PrintWriter.java	396	java.io.PrintWriter		out	69	Writer	protected	0	True	3	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/PrintWriter.java	962	java.io.PrintWriter		formatter	73	Formatter	private	0	True	2	0	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/PrintWriter.java	1020	java.io.PrintWriter		formatter	73	Formatter	private	0	True	2	0	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/Reader.java	578	java.io.Reader		skipBuffer	558	char[]	private	0	True	2	1	synchronized lazy path; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/SequenceInputStream.java	90	java.io.SequenceInputStream		in	48	InputStream	private	0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
java.base	Cached Method	low	src/java.base/share/classes/java/io/SequenceInputStream.java	99	java.io.SequenceInputStream		in	48	InputStream	private	0	False	2	1	returns cached field; has invalidation/reset shape; manual review needed		
